OC;Fecha_OC;raz_soc_prove;total;Num_ING;Fecha_Ing;idAlma;DiasDemora
00803-08-2015;42235.48917;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;19742.39;NI - 00678;42237.49831;21;2
01199-10-2015;42303;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;18655.8;NI - 01013;42305.62498;21;2
01200-10-2015;42303;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;371.7;NI - 01012;42305.62339;21;2
OC-0078-01-16;42395.4392;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;6354.3;NI - 01361;42397.55101;21;2
OC-0078-01-16;42395.4392;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;6354.3;NI - 01362;42397.55524;21;2
OC-0065-04-16;42485.53672;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;532.77;NI - 01714;42487.72617;21;2
OC-0070-06-16;42544.46394;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;503.52;NI - 01983;42546.67424;21;2
OC-0069-06-16;42544.45882;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;159.3;NI - 01984;42546.67568;21;2
OC-0093-04-17;42849.61704;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;955.8;NI - 03683;42851.77028;21;2
OC-0045-05-16;42502.61588;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;585.99;NI - 01808;42504.62359;21;2
OC-0045-06-16;42535.64292;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2124;NI - 01958;42537.47456;21;2
OC-0126-11-15;42332.65885;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4101.09;NI - 01155;42334.62789;21;2
OC-0046-06-16;42535.74461;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1593;NI - 01957;42537.47373;21;2
OC-0047-12-15;42356.4728;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;106.2;NI - 01240;42359.61192;21;3
OC-0119-01-17;42762.66613;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1746.52;NI - 03165;42765.79854;21;3
OC-0040-05-16;42501.72327;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;626.26;NI - 01809;42504.62604;21;3
OC-0040-06-16;42531.64509;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1593;NI - 01941;42534.47924;21;3
OC-0041-01-16;42382.67441;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4086.34;NI - 01310;42385.47814;21;3
OC-0035-07-16;42559.66096;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;585.87;NI - 02036;42562.44504;21;3
OC-0034-07-16;42559.65465;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;212.4;NI - 02037;42562.44569;21;3
OC-0080-06-16;42548.43697;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;906.24;NI - 01994;42551.73153;21;3
OC-0084-11-15;42324.74617;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;636.98;NI - 01126;42327.58863;21;3
OC-0022-02-16;42408.41553;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;516.25;NI - 01417;42411.68363;21;3
OC-0029-06-16;42528.49903;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;214.17;NI - 01913;42531.38173;21;3
OC-0031-09-16;42626.70988;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4439.75;NI - 02329;42629.43748;21;3
OC-0087-06-16;42548.64226;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;68.68;NI - 01990;42551.68688;21;3
OC-0095-05-16;42516.44571;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;347.92;NI - 01879;42519.45064;21;3
00992-09-2015;42268;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;12890.89;NI - 00845;42271.44066;21;3
00961-09-2015;42263;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;531;NI - 00828;42266.7031;21;3
00962-09-2015;42263;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;109.74;NI - 00827;42266.70238;21;3
01110-10-2015;42289;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1478.54;NI - 00953;42293.4169;21;4
00941-09-2015;42258;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;13826.91;NI - 00794;42262.41396;21;4
00750-08-2015;42224.45356;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;8773.3;NI - 00639;42228.66551;21;4
00527-06-2015;42161.45767;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;2414.87;NI - 00410;42165.70392;21;4
01079-10-2015;42279;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;9464.05;NI - 00907;42283.71156;21;4
OC-0004-05-16;42492.7213;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;1327.5;NI - 01761;42496.63463;21;4
OC-0004-09-16;42618.6724;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;3020.8;NI - 02298;42622.52355;21;4
OC-0031-09-16;42626.70988;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;4439.75;NI - 02340;42630.71807;21;4
OC-0026-09-16;42625.75216;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;19034.1;NI - 02330;42629.43887;21;4
