OC;Fecha_OC;raz_soc_prove;total;Num_ING;Fecha_Ing;idAlma;DiasDemora
OC-0051-01-17;42749.52897;GESTION MADERERA S.A.C.;3894;NI - 03069;42753.74695;21;4
01007-07-2014;41824.48568;GMR INVERSIONES SAC;32.24;NI - 00005;41824.00005;21;0
01060-07-2014;41841.67385;GMR INVERSIONES SAC;550;NI - 00035;41841.00039;21;0
00997-07-2014;41822.47201;GMR INVERSIONES SAC;702.83;NI - 00004;41823.00003;21;1
00819-08-2015;42237;GMR INVERSIONES SAC;149.99;NI - 00692;42238.64798;21;1
00589-06-2015;42178.40937;GMR INVERSIONES SAC;283.2;NI - 00476;42179.57334;21;1
00523-06-2015;42160;GMR INVERSIONES SAC;141.6;NI - 00382;42161.61441;21;1
01001-09-2015;42269;GMR INVERSIONES SAC;1071.35;NI - 00834;42271.38087;21;2
OC-0106-03-16;42457.71764;GMR INVERSIONES SAC;28.32;NI - 01598;42460.43617;21;3
OC-0051-05-16;42502.71124;GMR INVERSIONES SAC;526.52;NI - 01820;42506.5852;21;4
01001-09-2015;42269;GMR INVERSIONES SAC;1071.35;NI - 00860;42273.43486;21;4
01102-10-2015;42284;GMR INVERSIONES SAC;112.1;NI - 00933;42288.53076;21;4
01522-11-2014;41963;GMR INVERSIONES SAC;2815.81;NI - 00275;41967.58772;21;4
01038-07-2014;41831.69891;GMR INVERSIONES SAC;476.84;NI - 00036;41835.00041;21;4
01106-10-2015;42289;GMR INVERSIONES SAC;1356.35;NI - 00946;42293.39118;21;4
01026-07-2014;41829.62052;GMR INVERSIONES SAC;158.95;NI - 00012;41834.00013;21;5
OC-0003-06-16;42523.6942;GMR INVERSIONES SAC;514.24;NI - 01930;42531.42509;21;8
OC-0053-06-16;42536.71676;GMR INVERSIONES SAC;28.32;NI - 01982;42546.66721;21;10
01128-10-2015;42291;GMR INVERSIONES SAC;94.4;NI - 00994;42301.58162;21;10
01113-10-2015;42289;GMR INVERSIONES SAC;94.4;NI - 00993;42301.5806;21;12
01106-10-2015;42289;GMR INVERSIONES SAC;1356.35;NI - 00995;42301.58599;21;12
OC-0039-05-16;42501.72026;GMR INVERSIONES SAC;609.23;NI - 01810;42521.40571;21;20
01109-08-2014;41859.51809;GMR INVERSIONES SAC;571.36;NI - 00093;41904.55625;21;45
OC-0112-03-16;42458.6868;GRUPO CAMPORSAL S.A.C.;1136;NI - 01597;42460.42989;21;2
01124-08-2014;41864.50505;GRUPO ELECTRICO GONZALES SAC;4525.01;NI - 00063;41864.44213;21;0
01245-09-2014;41898.79442;GRUPO ELECTRICO GONZALES SAC;515.49;NI - 00217;41915.44623;21;17
OC-0125-11-15;42332.52681;GRUPO FERRETERO J GONZALES SAC;200.6;NI - 01220;42349.39517;21;17
OC-0059-11-15;42320.49739;GRUPO W&S S.A.C.;559;NI - 01129;42327.59979;21;7
OC-0011-03-17;42796.61711;GRUPO W&S S.A.C.;750;NI - 03445;42805.68105;21;9
OC-0070-03-16;42445.74911;GRUPO W&S S.A.C.;2436;NI - 01573;42457.46746;21;12
OC-0056-02-16;42417.77432;H Y N EMPAQUETADURAS E IMPORTACIONES S.A.C.;9470.21;NI - 01451;42432.66083;21;15
OC-0066-02-16;42419.47761;HACEL PERU S.A.C.;309.04;NI - 01460;42432.68137;21;13
OC-0036-11-15;42315.55606;HB GROUP SOCIEDAD ANONIMA CERRADA - HB GROUP S.A.C.;767.22;NI - 01094;42320.49637;21;5
OC-0036-11-15;42315.55606;HB GROUP SOCIEDAD ANONIMA CERRADA - HB GROUP S.A.C.;767.22;NI - 01228;42354.44749;21;39
01007-09-2015;42270;HIALEAH SOCIEDAD ANONIMA CERRADA - HIALEAH SAC;732.54;NI - 00857;42272.66701;14;2
01008-09-2015;42270;HIALEAH SOCIEDAD ANONIMA CERRADA - HIALEAH SAC;915.68;NI - 00858;42272.66747;14;2
01009-09-2015;42270;HIALEAH SOCIEDAD ANONIMA CERRADA - HIALEAH SAC;106.2;NI - 00856;42272.66663;14;2
OC-0008-04-16;42466.61177;HOMECENTERS PERUANOS S.A. - PROMART;153.6;NI - 01606;42467.50393;14;1
OC-0092-11-16;42695.7522;HOMECENTERS PERUANOS S.A. - PROMART;16.2;NI - 02704;42696.47848;14;1
OC-0031-05-16;42500.49523;HOMECENTERS PERUANOS S.A. - PROMART;261.2;NI - 01793;42502.71465;14;2
OC-0008-07-16;42553.51875;HOMECENTERS PERUANOS S.A. - PROMART;795;NI - 01999;42555.45686;14;2
OC-0023-09-16;42625.45976;HOMECENTERS PERUANOS S.A. - PROMART;269;NI - 02322;42628.68038;14;3
OC-0007-10-16;42647.48176;HOMECENTERS PERUANOS S.A. - PROMART;815.9;NI - 02431;42653.51437;14;6
OC-0006-09-16;42619.50353;HOMECENTERS PERUANOS S.A. - PROMART;1432;NI - 02318;42627.43624;14;8
OC-0118-11-15;42331.63393;I.P. LATINOAMERICANA S.A.;2439.48;NI - 01524;42447.56338;21;116
01089-10-2015;42282.7264;I.P. LATINOAMERICANA S.A.;7738.53;NI - 01419;42412.38773;21;130
OC-0033-06-16;42529.68337;IGARDI HERRAMIENTAS S.A.;2423.98;NI - 01951;42536.43471;21;7
00802-08-2015;42234;IMPORTACIONES GELCO SA;849.6;NI - 00683;42237.5655;21;3
OC-0040-02-17;42773.65016;IMPORTACIONES GELCO SA;549.41;NI - 03270;42779.53133;21;6
00566-06-2015;42171;IMPORTACIONES PEREZ S.A.C.;500;NI - 00506;42188.61869;21;17
00844-08-2015;42242.75672;INDECO S.A.;1297.58;NI - 00716;42243.76904;21;1
01101-08-2014;41856.7694;INDECO S.A.;1067.51;NI - 00072;41869.46934;0;13
01227-09-2014;41893.55522;INDECO S.A.;135.77;NI - 00211;41915.42483;21;22
01361-10-2014;41918;INDURA PERU S.A.;2159.4;NI - 00265;41919.73212;21;1
01057-07-2014;41841.65013;INDURA PERU S.A.;6478.2;NI - 00031;41842.00035;21;1
01022-07-2014;41828.77164;INDURA PERU S.A.;6242.2;NI - 00023;41829.00025;21;1
OC-0012-12-16;42709.62934;INDURA PERU S.A.;1194.16;NI - 02791;42711.86157;21;2
OC-0012-12-16;42709.62934;INDURA PERU S.A.;1194.16;NI - 02789;42711.858;21;2
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00849;42271.59454;21;2
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00850;42271.59922;21;2
00567-06-2015;42171;INDURA PERU S.A.;8130.2;NI - 00456;42173.48999;21;2
OC-0101-03-16;42457.67017;INDURA PERU S.A.;7622.8;NI - 01593;42459.68432;21;2
OC-0090-02-17;42784.56766;INDURA PERU S.A.;1269.68;NI - 03317;42786.7612;21;2
OC-0101-03-16;42457.67017;INDURA PERU S.A.;7622.8;NI - 01594;42460.57206;21;3
OC-0059-03-16;42444.7065;INDURA PERU S.A.;3239.1;NI - 01535;42447.62584;21;3
00560-06-2015;42170;INDURA PERU S.A.;47.75;NI - 00455;42173.48429;21;3
00525-06-2015;42160;INDURA PERU S.A.;5398.5;NI - 00389;42163.71041;21;3
OC-0033-04-16;42475.70492;INDURA PERU S.A.;6478.2;NI - 01676;42478.41794;21;3
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 01835;42510.69084;21;3
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03093;42755.68729;21;3
00914-09-2015;42255;INDURA PERU S.A.;13216;NI - 00784;42258.66795;21;3
OC-0017-08-16;42585.74567;INDURA PERU S.A.;1593;NI - 02123;42588.63575;21;3
OC-0016-01-17;42741.53405;INDURA PERU S.A.;1652;NI - 03042;42745.85267;21;4
01336-09-2014;41911.49354;INDURA PERU S.A.;6478.2;NI - 00261;41915.71368;21;4
00986-06-2014;41817.51492;INDURA PERU S.A.;6950.2;NI - 00011;41821.00012;21;4
00547-06-2015;42166;INDURA PERU S.A.;3304;NI - 00429;42170.639;21;4
OC-0001-05-16;42492.41451;INDURA PERU S.A.;18290;NI - 01752;42496.5903;21;4
01163-10-2015;42296;INDURA PERU S.A.;14397.18;NI - 00976;42301.45703;21;5
01163-10-2015;42296;INDURA PERU S.A.;14397.18;NI - 00977;42301.46174;21;5
00669-07-2015;42201;INDURA PERU S.A.;3304;NI - 00557;42206.4587;21;5
00525-06-2015;42160;INDURA PERU S.A.;5398.5;NI - 00408;42165.70037;21;5
OC-0016-04-16;42468.47852;INDURA PERU S.A.;4318.8;NI - 01643;42473.6788;21;5
00934-09-2015;42257;INDURA PERU S.A.;4059.2;NI - 00801;42262.42666;21;5
00934-09-2015;42257;INDURA PERU S.A.;4059.2;NI - 00802;42262.45572;21;5
00851-08-2015;42244;INDURA PERU S.A.;4059.2;NI - 00740;42249.66018;21;5
01057-07-2014;41841.65013;INDURA PERU S.A.;6478.2;NI - 00050;41846.00056;21;5
OC-0122-04-17;42853.7253;INDURA PERU S.A.;6923.06;NI - 03717;42858.60642;21;5
OC-0129-11-15;42332.67364;INDURA PERU S.A.;13216;NI - 01179;42338.58738;21;6
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00871;42275.60495;21;6
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00872;42275.60682;21;6
00774-08-2015;42229;INDURA PERU S.A.;4059.2;NI - 00663;42235.40788;21;6
00708-07-2015;42210;INDURA PERU S.A.;1652;NI - 00590;42216.65189;21;6
00578-06-2015;42173;INDURA PERU S.A.;6478.2;NI - 00474;42179.56235;21;6
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03114;42758.63339;21;6
01132-10-2015;42291;INDURA PERU S.A.;4059.2;NI - 00966;42297.55233;21;6
OC-0002-10-16;42646.7225;INDURA PERU S.A.;2891;NI - 02424;42653.46692;21;7
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 01861;42514.65754;21;7
00724-08-2015;42217;INDURA PERU S.A.;17275.2;NI - 00622;42224.45422;21;7
OC-0023-11-15;42313.753;INDURA PERU S.A.;13216;NI - 01088;42320.46628;21;7
OC-0023-11-15;42313.753;INDURA PERU S.A.;13216;NI - 01089;42320.4673;21;7
00842-08-2015;42242;INDURA PERU S.A.;14632;NI - 00739;42249.65765;21;7
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00920;42286.45779;21;7
OC-0016-01-17;42741.53405;INDURA PERU S.A.;1652;NI - 03052;42748.76745;21;7
00851-08-2015;42244;INDURA PERU S.A.;4059.2;NI - 00760;42252.69761;21;8
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00883;42277.64812;21;8
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00884;42277.64936;21;8
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00885;42277.65177;21;8
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00886;42277.65497;21;8
00774-08-2015;42229;INDURA PERU S.A.;4059.2;NI - 00682;42237.68804;21;8
00578-06-2015;42173;INDURA PERU S.A.;6478.2;NI - 00480;42181.66956;21;8
00606-06-2015;42180;INDURA PERU S.A.;4956;NI - 00503;42188.61563;21;8
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03137;42760.60852;21;8
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03138;42760.6093;21;8
OC-0033-04-16;42475.70492;INDURA PERU S.A.;6478.2;NI - 01688;42483.44257;21;8
OC-0033-04-16;42475.70492;INDURA PERU S.A.;6478.2;NI - 01689;42483.44378;21;8
OC-0004-06-16;42523.69993;INDURA PERU S.A.;13216;NI - 01925;42531.40469;21;8
OC-0129-11-15;42332.67364;INDURA PERU S.A.;13216;NI - 01177;42340.5935;21;8
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03214;42772.78604;21;9
OC-0086-07-16;42574.54241;INDURA PERU S.A.;1416;NI - 02079;42583.50666;21;9
01229-10-2015;42306;INDURA PERU S.A.;4059.2;NI - 01073;42315.60322;21;9
01229-10-2015;42306;INDURA PERU S.A.;4059.2;NI - 01071;42315.60176;21;9
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01249;42364.61024;21;9
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03143;42761.68355;21;9
01022-07-2014;41828.77164;INDURA PERU S.A.;6242.2;NI - 00026;41837.00029;21;9
00934-09-2015;42257;INDURA PERU S.A.;4059.2;NI - 00825;42266.70047;21;9
00934-09-2015;42257;INDURA PERU S.A.;4059.2;NI - 00826;42266.70168;21;9
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00930;42288.52764;21;9
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00931;42288.52869;21;9
00914-09-2015;42255;INDURA PERU S.A.;13216;NI - 00809;42265.56823;21;10
00525-06-2015;42160;INDURA PERU S.A.;5398.5;NI - 00430;42170.63929;21;10
00466-05-2015;42146;INDURA PERU S.A.;3811.4;NI - 00338;42156.64591;21;10
00724-08-2015;42217;INDURA PERU S.A.;17275.2;NI - 00632;42227.44492;21;10
OC-0001-05-16;42492.41451;INDURA PERU S.A.;18290;NI - 01792;42502.62619;21;10
OC-0001-05-16;42492.41451;INDURA PERU S.A.;18290;NI - 01788;42502.61532;21;10
OC-0077-11-16;42690.66977;INDURA PERU S.A.;17275.2;NI - 02740;42700.6309;21;10
OC-0057-04-17;42837.7201;INDURA PERU S.A.;8260;NI - 03666;42847.65023;21;10
OC-0075-08-16;42605.43131;INDURA PERU S.A.;12319.2;NI - 02279;42616.48126;21;11
OC-0004-06-16;42523.69993;INDURA PERU S.A.;13216;NI - 01940;42534.47782;21;11
01163-10-2015;42296;INDURA PERU S.A.;14397.18;NI - 01023;42307.67361;21;11
01163-10-2015;42296;INDURA PERU S.A.;14397.18;NI - 01024;42307.67557;21;11
OC-0023-11-15;42313.753;INDURA PERU S.A.;13216;NI - 01112;42324.67215;21;11
OC-0023-11-15;42313.753;INDURA PERU S.A.;13216;NI - 01113;42324.67317;21;11
00560-06-2015;42170;INDURA PERU S.A.;47.75;NI - 00478;42181.66618;21;11
OC-0043-09-16;42632.49584;INDURA PERU S.A.;3245;NI - 02400;42644.55913;21;12
OC-0043-09-16;42632.49584;INDURA PERU S.A.;3245;NI - 02401;42644.55997;21;12
00842-08-2015;42242;INDURA PERU S.A.;14632;NI - 00761;42254.42881;21;12
00986-06-2014;41817.51492;INDURA PERU S.A.;6950.2;NI - 00024;41829.00027;21;12
OC-0148-03-17;42825.70066;INDURA PERU S.A.;6478.2;NI - 03620;42837.43123;21;12
OC-0129-11-15;42332.67364;INDURA PERU S.A.;13216;NI - 01211;42345.64919;21;13
OC-0129-11-15;42332.67364;INDURA PERU S.A.;13216;NI - 01212;42345.67066;21;13
OC-0069-02-16;42419.49935;INDURA PERU S.A.;1321.6;NI - 01455;42432.67266;21;13
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03164;42765.79729;21;13
00851-08-2015;42244;INDURA PERU S.A.;4059.2;NI - 00777;42257.63909;21;13
00851-08-2015;42244;INDURA PERU S.A.;4059.2;NI - 00781;42257.74351;21;13
00934-09-2015;42257;INDURA PERU S.A.;4059.2;NI - 00847;42271.58705;21;14
00934-09-2015;42257;INDURA PERU S.A.;4059.2;NI - 00848;42271.59259;21;14
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00937;42293.36587;21;14
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00938;42293.36872;21;14
00724-08-2015;42217;INDURA PERU S.A.;17275.2;NI - 00653;42231.6687;21;14
00774-08-2015;42229;INDURA PERU S.A.;4059.2;NI - 00710;42243.75213;21;14
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03193;42767.8166;21;15
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 01891;42522.4399;21;15
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00958;42294.44328;21;15
01068-10-2015;42279.4172;INDURA PERU S.A.;17275.2;NI - 00959;42294.44452;21;15
01253-09-2014;41900.43245;INDURA PERU S.A.;50.74;NI - 00239;41915.58252;21;15
01267-09-2014;41900.77815;INDURA PERU S.A.;101.48;NI - 00240;41915.58491;21;15
00842-08-2015;42242;INDURA PERU S.A.;14632;NI - 00778;42257.64018;21;15
OC-0148-03-17;42825.70066;INDURA PERU S.A.;6478.2;NI - 03632;42840.5864;21;15
OC-0057-04-17;42837.7201;INDURA PERU S.A.;8260;NI - 03692;42853.40597;21;16
OC-0077-11-16;42690.66977;INDURA PERU S.A.;17275.2;NI - 02765;42706.68047;21;16
OC-0077-11-16;42690.66977;INDURA PERU S.A.;17275.2;NI - 02766;42706.79809;21;16
OC-0101-03-16;42457.67017;INDURA PERU S.A.;7622.8;NI - 01644;42473.68097;21;16
00914-09-2015;42255;INDURA PERU S.A.;13216;NI - 00838;42271.41138;21;16
00914-09-2015;42255;INDURA PERU S.A.;13216;NI - 00839;42271.41264;21;16
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03195;42768.59628;21;16
OC-0033-04-16;42475.70492;INDURA PERU S.A.;6478.2;NI - 01728;42491.49596;21;16
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00921;42286.46775;21;17
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00922;42286.47039;21;17
00996-09-2015;42269;INDURA PERU S.A.;17275.2;NI - 00923;42286.47747;21;17
OC-0001-05-16;42492.41451;INDURA PERU S.A.;18290;NI - 01833;42510.68792;21;18
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 01899;42525.63231;21;18
01229-10-2015;42306;INDURA PERU S.A.;4059.2;NI - 01100;42324.57473;21;18
OC-0078-11-15;42322.46512;INDURA PERU S.A.;4059.2;NI - 01178;42340.59363;21;18
OC-0078-11-15;42322.46512;INDURA PERU S.A.;4059.2;NI - 01180;42340.59391;21;18
OC-0004-06-16;42523.69993;INDURA PERU S.A.;13216;NI - 01973;42542.45451;21;19
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 02914;42728.55207;21;19
OC-0077-11-16;42690.66977;INDURA PERU S.A.;17275.2;NI - 02776;42710.62977;21;20
OC-0057-04-17;42837.7201;INDURA PERU S.A.;8260;NI - 03708;42857.51748;21;20
OC-0101-03-16;42457.67017;INDURA PERU S.A.;7622.8;NI - 01675;42478.41466;21;21
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03310;42784.70683;21;21
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03312;42784.7097;21;21
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03032;42745.77666;21;22
OC-0015-07-16;42556.50641;INDURA PERU S.A.;17275.2;NI - 02081;42578.44557;21;22
OC-0050-06-16;42536.54293;INDURA PERU S.A.;15753;NI - 02022;42558.5977;21;22
OC-0001-05-16;42492.41451;INDURA PERU S.A.;18290;NI - 01862;42514.65894;21;22
OC-0078-11-15;42322.46512;INDURA PERU S.A.;4059.2;NI - 01213;42345.67281;21;23
OC-0078-11-15;42322.46512;INDURA PERU S.A.;4059.2;NI - 01210;42345.64769;21;23
OC-0057-04-17;42837.7201;INDURA PERU S.A.;8260;NI - 03733;42861.58194;21;24
OC-0075-08-16;42605.43131;INDURA PERU S.A.;12319.2;NI - 02323;42629.38903;21;24
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 02980;42733.50115;21;24
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03049;42748.42002;21;25
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03051;42748.72139;21;25
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03055;42749.52954;21;26
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03340;42789.81344;21;26
OC-0043-09-16;42632.49584;INDURA PERU S.A.;3245;NI - 02447;42658.69022;21;26
OC-0002-10-16;42646.7225;INDURA PERU S.A.;2891;NI - 02555;42672.5085;21;26
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03268;42779.63516;21;27
OC-0023-11-15;42313.753;INDURA PERU S.A.;13216;NI - 01175;42340.59294;21;27
OC-0023-11-15;42313.753;INDURA PERU S.A.;13216;NI - 01176;42340.59314;21;27
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01299;42383.65852;21;28
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03356;42791.61187;21;28
OC-0057-04-17;42837.7201;INDURA PERU S.A.;8260;NI - 03747;42865.49846;21;28
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03480;42815.76146;21;29
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03287;42781.4464;21;29
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03063;42753.36823;21;30
OC-0075-08-16;42605.43131;INDURA PERU S.A.;12319.2;NI - 02350;42635.73297;21;30
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03076;42754.40279;21;31
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03077;42754.40401;21;31
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03505;42817.62159;21;31
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 03001;42740.59282;21;31
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 03002;42740.59595;21;31
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 03003;42740.59675;21;31
OC-0015-07-16;42556.50641;INDURA PERU S.A.;17275.2;NI - 02126;42588.64;21;32
00419-04-2015;42124;INDURA PERU S.A.;6478.2;NI - 00336;42156.59585;21;32
00419-04-2015;42124;INDURA PERU S.A.;6478.2;NI - 00337;42156.64183;21;32
OC-0077-11-16;42690.66977;INDURA PERU S.A.;17275.2;NI - 02869;42722.47398;21;32
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03092;42755.64508;21;32
OC-0004-06-16;42523.69993;INDURA PERU S.A.;13216;NI - 02005;42556.66458;21;33
OC-0001-05-16;42492.41451;INDURA PERU S.A.;18290;NI - 01898;42525.63119;21;33
01132-10-2015;42291;INDURA PERU S.A.;4059.2;NI - 01101;42324.57674;21;33
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01295;42389.50073;21;34
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 03011;42743.55956;21;34
OC-0050-06-16;42536.54293;INDURA PERU S.A.;15753;NI - 02050;42571.42443;21;35
OC-0050-06-16;42536.54293;INDURA PERU S.A.;15753;NI - 02051;42571.4278;21;35
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 01974;42542.45716;21;35
OC-0004-06-16;42523.69993;INDURA PERU S.A.;13216;NI - 02023;42558.59906;21;35
OC-0068-12-16;42723.5317;INDURA PERU S.A.;17275.2;NI - 03115;42758.63503;21;35
OC-0078-11-15;42322.46512;INDURA PERU S.A.;4059.2;NI - 01241;42359.62494;21;37
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01343;42392.70678;21;37
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01344;42392.70771;21;37
00914-09-2015;42255;INDURA PERU S.A.;13216;NI - 00808;42292.58893;21;37
OC-0077-11-16;42690.66977;INDURA PERU S.A.;17275.2;NI - 02915;42728.55308;21;38
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03556;42824.62273;21;38
OC-0015-07-16;42556.50641;INDURA PERU S.A.;17275.2;NI - 02156;42595.38088;21;39
OC-0007-02-16;42403.76466;INDURA PERU S.A.;1444.32;NI - 01404;42443.72623;21;40
OC-0043-09-16;42632.49584;INDURA PERU S.A.;3245;NI - 02558;42672.60832;21;40
OC-0002-10-16;42646.7225;INDURA PERU S.A.;2891;NI - 02639;42686.50334;21;40
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03422;42803.48513;21;40
OC-0148-03-17;42825.70066;INDURA PERU S.A.;6478.2;NI - 03758;42866.72486;21;41
01122-08-2014;41863.72875;INDURA PERU S.A.;2537;NI - 00085;41904.3974;21;41
01122-08-2014;41863.72875;INDURA PERU S.A.;2537;NI - 00086;41904.39869;21;41
01122-08-2014;41863.72875;INDURA PERU S.A.;2537;NI - 00087;41904.39972;21;41
OC-0050-06-16;42536.54293;INDURA PERU S.A.;15753;NI - 02082;42578.44722;21;42
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01358;42397.49317;21;42
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01359;42397.49305;21;42
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03569;42828.79508;21;42
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03562;42828.45167;21;42
OC-0016-12-16;42709.75373;INDURA PERU S.A.;10797;NI - 03064;42753.65161;21;44
OC-0002-10-16;42646.7225;INDURA PERU S.A.;2891;NI - 02674;42690.84882;21;44
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03455;42808.61993;21;45
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03589;42832.59108;21;46
OC-0015-07-16;42556.50641;INDURA PERU S.A.;17275.2;NI - 02185;42602.69019;21;46
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03595;42834.35339;21;48
OC-0075-08-16;42605.43131;INDURA PERU S.A.;12319.2;NI - 02425;42653.46832;21;48
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 02006;42556.68401;21;49
OC-0062-05-16;42507.57527;INDURA PERU S.A.;17405;NI - 02021;42558.59586;21;51
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03621;42837.43293;21;51
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03481;42815.76382;21;52
OC-0015-07-16;42556.50641;INDURA PERU S.A.;17275.2;NI - 02214;42609.4536;21;53
OC-0046-12-15;42355.70212;INDURA PERU S.A.;25912.8;NI - 01405;42409.49298;21;54
00578-06-2015;42173;INDURA PERU S.A.;6478.2;NI - 00479;42227.66823;21;54
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03631;42840.58474;21;54
OC-0125-01-17;42763.472;INDURA PERU S.A.;17275.2;NI - 03504;42817.62093;21;54
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03665;42847.64811;21;61
OC-0129-11-15;42332.67364;INDURA PERU S.A.;13216;NI - 01242;42394.4653;21;62
OC-0129-11-15;42332.67364;INDURA PERU S.A.;13216;NI - 01348;42394.46641;21;62
00842-08-2015;42242;INDURA PERU S.A.;14632;NI - 00721;42304.40951;21;62
OC-0050-06-16;42536.54293;INDURA PERU S.A.;15753;NI - 02184;42602.69323;21;66
OC-0063-01-17;42752.48905;INDURA PERU S.A.;18455.2;NI - 03311;42818.44328;21;66
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03694;42853.42638;21;67
OC-0101-02-17;42786.72274;INDURA PERU S.A.;17275.2;NI - 03707;42857.51693;21;71
OC-0015-07-16;42556.50641;INDURA PERU S.A.;17275.2;NI - 02352;42635.73968;21;79
OC-0075-08-16;42605.43131;INDURA PERU S.A.;12319.2;NI - 02640;42686.5072;21;81
01022-07-2014;41828.77164;INDURA PERU S.A.;6242.2;NI - 00221;41915.47072;21;87
01229-10-2015;42306;INDURA PERU S.A.;4059.2;NI - 01350;42394.47377;21;88
